ID;Q002;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q019;Q020;Q021;Q022;Q023;Q024;Q025;peso
1029;Uomo;55-64 anni;sud;da 100001 a 250000 abitanti;no laurea;coppia con figli;imprenditore;a centro sinistra;Italiana;Si';Si, molto;Si, molto;la domenica;aree centrali di grandi citta';con tranquillita';Occupato;Autonomi;;Media;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,77
1030;Uomo;25-34 anni;nord-ovest;da 5001 a 10000 abitanti;no laurea;coppia senza figli;impiegato;preferisco non rispondere;Italiana;Si';No, sarei molto contrario;No, sarei molto contrario;una volta al mese;periferia;con tranquillita';Occupato;Dipendenti;Privato;Media;MILLENNIALS;Cattolico praticante (fino a 1 volta al mese);2,47
1031;Donna;35-44 anni;isole;da 10001 a 30000 abitanti;no laurea;coppia con figli;casalinga;preferisco non rispondere;Italiana;Non saprei;Non saprei;Non saprei;in occasione delle principali feste;citta' medie;avverto difficolta';Non occupato;Casalinghe;;Bassa;GENERAZIONE X;Cattolico non praticante;0,67
1032;Uomo;25-34 anni;sud;da 10001 a 30000 abitanti;laurea;vive con i genitori;imprenditore;in nessuna area politica;Italiana;No;No, sarei contrario;No, sarei contrario;la domenica;periferia;con tranquillita';Occupato;Autonomi;;Alta;MILLENNIALS;Cattolico praticante (fino a 1 volta al mese);0,23
1033;Uomo;35-44 anni;nord-est;da 10001 a 30000 abitanti;laurea;vive da solo +55 anni;libero professionista;al centro;Italiana;No;Si, molto;Si, abbastanza;una volta al mese;citta' medie;con tranquillita';Occupato;Autonomi;;Alta;MILLENNIALS;Cattolico praticante (fino a 1 volta al mese);0,33
1034;Donna;55-64 anni;nord-est;da 100001 a 250000 abitanti;no laurea;coppia senza figli;altro lavoratore autonomo/agente di commercio/rappresentante;al centro;ho la doppia cittadinanza (italiana e di un altro Paese);Si';Si, molto;Si, abbastanza;preferisco non rispondere;periferia;mi sento povero e non arrivo mai a fine mese;Occupato;Autonomi;;Media;BABY BOOMERS;;0,62
1035;Donna;55-64 anni;nord-est;da 10001 a 30000 abitanti;no laurea;coppia con figli;operaio;in nessuna area politica;Italiana;Si';No, sarei molto contrario;No, sarei molto contrario;mai;periferia;con tranquillita';Occupato;Operai;Privato;Bassa;BABY BOOMERS;Cattolico non praticante;2,51
1036;Uomo;25-34 anni;centro;fino a 5000 abitanti;laurea;coppia senza figli;imprenditore;a centro sinistra;Italiana;No;Si, molto;No, sarei contrario;non sono credente;piccoli centri;con tranquillita';Occupato;Autonomi;;Alta;MILLENNIALS;non credente;0,3
1037;Donna;45-54 anni;nord-ovest;fino a 5000 abitanti;no laurea;coppia con figli;altro lavoratore dipendente;in nessuna area politica;Italiana;Si';No, sarei molto contrario;No, sarei molto contrario;mai;piccoli centri;con tranquillita';Occupato;Dipendenti;Pubblico;Media;GENERAZIONE X;Cattolico non praticante;0,5
1038;Donna;25-34 anni;sud;da 10001 a 30000 abitanti;laurea;coppia senza figli;impiegato;a destra;Italiana;Si';Si, abbastanza;No, sarei contrario;alcune volte l'anno;periferia;avverto difficolta';Occupato;Dipendenti;Privato;Alta;MILLENNIALS;Cattolico non praticante;0,35
1039;Donna;35-44 anni;isole;oltre 250000 abitanti;no laurea;genitore solo, con figli;libero professionista;preferisco non rispondere;Italiana;Si';Si, molto;Si, abbastanza;alcune volte l'anno;aree centrali di grandi citta';avverto difficolta';Occupato;Autonomi;;Media;GENERAZIONE X;Cattolico non praticante;0,87
1040;Donna;oltre 64 anni;centro;da 30001 a 100000 abitanti;no laurea;coppia con figli;casalinga;a centro sinistra;Italiana;Non saprei;Si, molto;Non saprei;in occasione delle principali feste;altro;con tranquillita';Non occupato;Casalinghe;;Media;SILENT;Cattolico non praticante;0,71
1041;Uomo;oltre 64 anni;sud;da 30001 a 100000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;in nessuna area politica;Italiana;No;No, sarei molto contrario;No, sarei molto contrario;in occasione delle principali feste;periferia;avverto difficolta';Non occupato;Pensionati;Privato;Bassa;SILENT;Cattolico non praticante;0,72
1042;Donna;oltre 64 anni;sud;da 30001 a 100000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;in nessuna area politica;Italiana;Si';Si, molto;Si, molto;in occasione delle principali feste;periferia;avverto difficolta';Non occupato;Pensionati;Privato;Bassa;BABY BOOMERS;Cattolico non praticante;2,01
1043;Uomo;25-34 anni;sud;oltre 250000 abitanti;laurea;vive con i genitori;impiegato;a centro sinistra;Italiana;Si';Si, abbastanza;No, sarei contrario;ogni giorno;aree centrali di grandi citta';con tranquillita';Occupato;Dipendenti;Privato;Alta;MILLENNIALS;Cattolico praticante (fino a 1 volta al mese);0,24
1044;Uomo;45-54 anni;sud;da 10001 a 30000 abitanti;no laurea;vive con i genitori;impiegato;a sinistra;Italiana;No;Si, molto;No, sarei contrario;alcune volte l'anno;altro;con tranquillita';Occupato;Dipendenti;Pubblico;Media;GENERAZIONE X;Cattolico non praticante;0,71
1045;Donna;oltre 64 anni;nord-ovest;oltre 250000 abitanti;no laurea;coppia con figli;casalinga;in nessuna area politica;Italiana;Non saprei;Si, abbastanza;Non saprei;ogni giorno;aree centrali di grandi citta';con tranquillita';Non occupato;Casalinghe;;Bassa;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);2,39
1046;Donna;oltre 64 anni;nord-est;da 30001 a 100000 abitanti;no laurea;coppia con figli;libero professionista;al centro;Italiana;No;Si, abbastanza;No, sarei molto contrario;la domenica;altro;avverto difficolta';Occupato;Autonomi;;Media;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,59
1047;Donna;18-24 anni;nord-est;da 10001 a 30000 abitanti;no laurea;vive con i genitori;studente/scolaro;in nessuna area politica;Italiana;Si';Non saprei;Non saprei;non sono credente;periferia;con tranquillita';Non occupato;Studenti;;Media;GENERAZIONE Z;non credente;0,83
1048;Donna;25-34 anni;nord-ovest;da 10001 a 30000 abitanti;laurea;vive da solo 18-34 anni;impiegato;in nessuna area politica;Italiana;Si';No, sarei molto contrario;No, sarei molto contrario;preferisco non rispondere;periferia;avverto difficolta';Occupato;Dipendenti;Privato;Alta;MILLENNIALS;;0,66
1049;Donna;55-64 anni;nord-ovest;da 10001 a 30000 abitanti;no laurea;vive da solo +55 anni;impiegato;a sinistra;Italiana;Si';Si, abbastanza;No, sarei contrario;mai;periferia;avverto difficolta';Occupato;Dipendenti;Pubblico;Media;BABY BOOMERS;Cattolico non praticante;0,41
1050;Donna;55-64 anni;isole;oltre 250000 abitanti;no laurea;coppia con figli;casalinga;a centro destra;Italiana;Si';Si, molto;Si, abbastanza;alcune volte l'anno;aree centrali di grandi citta';con tranquillita';Non occupato;Casalinghe;;Media;BABY BOOMERS;Cattolico non praticante;0,66
1051;Donna;18-24 anni;centro;oltre 250000 abitanti;no laurea;vive da solo 18-34 anni;studente/scolaro;in nessuna area politica;Italiana;Si';Si, abbastanza;Non saprei;la domenica;aree centrali di grandi citta';avverto difficolta';Non occupato;Studenti;;Media;GENERAZIONE Z;Cattolico praticante (fino a 1 volta al mese);1,28
1052;Donna;oltre 64 anni;nord-ovest;oltre 250000 abitanti;laurea;coppia senza figli;libero professionista;a sinistra;Italiana;Si';Si, molto;Non saprei;non sono credente;periferia;avverto difficolta';Occupato;Autonomi;;Alta;BABY BOOMERS;non credente;0,21
1053;Uomo;18-24 anni;sud;da 30001 a 100000 abitanti;no laurea;vive con i genitori;studente/scolaro;al centro;Italiana;Si';Si, abbastanza;No, sarei molto contrario;alcune volte l'anno;citta' medie;con tranquillita';Non occupato;Studenti;;Media;GENERAZIONE Z;Cattolico non praticante;1,9
1054;Uomo;oltre 64 anni;isole;oltre 250000 abitanti;no laurea;"genitore solo, vive con figlio/figli e genitori&nbsp;";imprenditore;al centro;Italiana;Si';Si, molto;Si, molto;in occasione delle principali feste;aree centrali di grandi citta';con tranquillita';Occupato;Autonomi;;Media;BABY BOOMERS;Cattolico non praticante;0,6
1055;Uomo;25-34 anni;nord-est;da 5001 a 10000 abitanti;no laurea;vive da solo +55 anni;insegnante di scuola media, elementare e materna;al centro;Italiana;No;Si, molto;No, sarei contrario;una volta al mese;piccoli centri;con tranquillita';Occupato;Dipendenti;Privato;Media;MILLENNIALS;Cattolico praticante (fino a 1 volta al mese);0,76
1056;Uomo;25-34 anni;nord-est;da 10001 a 30000 abitanti;no laurea;vive da solo +55 anni;altro lavoratore autonomo/agente di commercio/rappresentante;al centro;Italiana;No;Si, abbastanza;No, sarei contrario;in occasione delle principali feste;citta' medie;avverto difficolta';Occupato;Autonomi;;Media;MILLENNIALS;Cattolico non praticante;0,45
1057;Donna;oltre 64 anni;sud;oltre 250000 abitanti;no laurea;genitore solo, con figli;ritirato dal lavoro/pensionato;a centro sinistra;Italiana;Si';Si, molto;Si, molto;la domenica;periferia;avverto difficolta';Non occupato;Pensionati;Privato;Media;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,53
1058;Uomo;45-54 anni;nord-est;da 10001 a 30000 abitanti;no laurea;vive da solo +55 anni;quadro/direttivo/tecnico;a centro sinistra;Italiana;No;Si, molto;No, sarei molto contrario;in occasione delle principali feste;citta' medie;avverto difficolta';Occupato;Dipendenti;Privato;Bassa;GENERAZIONE X;Cattolico non praticante;0,66
1059;Donna;25-34 anni;isole;oltre 250000 abitanti;laurea;vive da solo 18-34 anni;libero professionista;a sinistra;Italiana;Si';Si, molto;No, sarei contrario;non sono credente;aree centrali di grandi citta';mi sento povero e non arrivo mai a fine mese;Occupato;Autonomi;;Alta;MILLENNIALS;non credente;0,71
1060;Donna;25-34 anni;sud;da 30001 a 100000 abitanti;laurea;vive con i genitori;studente/scolaro;in nessuna area politica;Italiana;Si';Si, molto;Si, abbastanza;alcune volte l'anno;periferia;con tranquillita';Non occupato;Studenti;;Alta;SILENT;Cattolico non praticante;0,61
1061;Uomo;18-24 anni;nord-est;da 5001 a 10000 abitanti;no laurea;vive da solo +55 anni;dirigente;a centro destra;sono apolide;No;No, sarei contrario;No, sarei molto contrario;una volta al mese;altro;avverto difficolta';Occupato;Dipendenti;Privato;Media;GENERAZIONE Z;Cattolico praticante (fino a 1 volta al mese);0,3
1062;Donna;45-54 anni;nord-est;da 10001 a 30000 abitanti;no laurea;coppia senza figli;impiegato;a centro destra;Italiana;Si';Si, molto;Si, molto;mai;altro;agiatamente;Occupato;Dipendenti;Pubblico;Media;SILENT;Cattolico non praticante;1,47
1063;Donna;oltre 64 anni;nord-ovest;da 30001 a 100000 abitanti;laurea;coppia senza figli;ritirato dal lavoro/pensionato;a centro sinistra;Italiana;Si';No, sarei contrario;No, sarei contrario;ogni giorno;periferia;con tranquillita';Non occupato;Pensionati;Pubblico;Alta;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,2
1064;Donna;45-54 anni;sud;oltre 250000 abitanti;no laurea;coppia con figli;docente/insegnante di scuola superiore;a destra;Italiana;Si';No, sarei contrario;Si, abbastanza;una volta al mese;aree centrali di grandi citta';agiatamente;Occupato;Dipendenti;Pubblico;Media;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);0,57
1065;Donna;45-54 anni;nord-ovest;oltre 250000 abitanti;no laurea;vive da solo 35-54 anni;altro lavoratore dipendente;a sinistra;Italiana;No;No, sarei molto contrario;No, sarei molto contrario;non sono credente;aree centrali di grandi citta';con tranquillita';Occupato;Dipendenti;Privato;Media;GENERAZIONE X;non credente;0,52
1066;Donna;55-64 anni;isole;da 5001 a 10000 abitanti;no laurea;coppia con figli;casalinga;a centro destra;Italiana;Si';Si, molto;Si, molto;in occasione delle principali feste;piccoli centri;arrivo a fine mese con molte difficolta';Non occupato;Casalinghe;;Bassa;BABY BOOMERS;Cattolico non praticante;0,93
1067;Donna;25-34 anni;centro;oltre 250000 abitanti;no laurea;vive con i genitori;studente/scolaro;in nessuna area politica;Italiana;Si';Si, molto;No, sarei contrario;sono di un'altra religione;aree centrali di grandi citta';avverto difficolta';Non occupato;Studenti;;Media;MILLENNIALS;altra religione;1,59
1068;Donna;oltre 64 anni;sud;da 10001 a 30000 abitanti;laurea;coppia con figli;impiegato;a centro sinistra;Italiana;Si';Si, abbastanza;Si, abbastanza;in occasione delle principali feste;periferia;con tranquillita';Occupato;Dipendenti;Privato;Alta;BABY BOOMERS;Cattolico non praticante;0,18
1069;Donna;oltre 64 anni;nord-est;da 10001 a 30000 abitanti;no laurea;coppia con figli;altro lavoratore autonomo/agente di commercio/rappresentante;a destra;Italiana;No;No, sarei contrario;No, sarei contrario;2/3 volte alla settimana;periferia;con tranquillita';Occupato;Autonomi;;Media;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,5
1070;Donna;45-54 anni;nord-ovest;oltre 250000 abitanti;laurea;coppia senza figli;libero professionista;al centro;Italiana;Si';No, sarei contrario;No, sarei contrario;sono di un'altra religione;periferia;con tranquillita';Occupato;Autonomi;;Alta;GENERAZIONE X;altra religione;0,39
1071;Donna;45-54 anni;nord-ovest;da 30001 a 100000 abitanti;no laurea;coppia senza figli;impiegato;a destra;Italiana;Si';Si, abbastanza;No, sarei contrario;alcune volte l'anno;periferia;avverto difficolta';Occupato;Dipendenti;Privato;Bassa;GENERAZIONE X;Cattolico non praticante;1,16
1072;Uomo;oltre 64 anni;nord-est;da 10001 a 30000 abitanti;no laurea;vive da solo +55 anni;ritirato dal lavoro/pensionato;a centro destra;Italiana;Si';Si, molto;Si, molto;mai;periferia;avverto difficolta';Non occupato;Pensionati;Privato;Media;BABY BOOMERS;Cattolico non praticante;1,57
1073;Uomo;35-44 anni;nord-est;da 10001 a 30000 abitanti;no laurea;coppia con figli;operaio;preferisco non rispondere;Italiana;Non saprei;Non saprei;Non saprei;ogni giorno;periferia;avverto difficolta';Occupato;Operai;Privato;Media;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);2,42
1074;Uomo;25-34 anni;nord-ovest;fino a 5000 abitanti;laurea;vive da solo 18-34 anni;altro lavoratore dipendente;a sinistra;Italiana;Si';Si, abbastanza;No, sarei contrario;non sono credente;piccoli centri;con tranquillita';Occupato;Dipendenti;Privato;Alta;MILLENNIALS;non credente;0,22
1075;Uomo;35-44 anni;nord-est;da 5001 a 10000 abitanti;no laurea;coppia con figli;impiegato;a centro destra;Italiana;Si';Si, abbastanza;Si, abbastanza;una volta al mese;periferia;avverto difficolta';Occupato;Dipendenti;Pubblico;Media;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);0,6
1076;Uomo;25-34 anni;centro;oltre 250000 abitanti;laurea;coppia senza figli;quadro/direttivo/tecnico;a centro sinistra;ho la doppia cittadinanza (italiana e di un altro Paese);No;No, sarei contrario;No, sarei molto contrario;mai;aree centrali di grandi citta';arrivo a fine mese con molte difficolta';Occupato;Dipendenti;Privato;Alta;MILLENNIALS;Cattolico non praticante;0,19
1077;Uomo;18-24 anni;sud;da 5001 a 10000 abitanti;no laurea;"genitore solo, vive con figlio/figli e genitori&nbsp;";studente/scolaro;in nessuna area politica;Estera;Si';Si, abbastanza;Si, abbastanza;non sono credente;periferia;avverto difficolta';Non occupato;Studenti;;Bassa;GENERAZIONE Z;non credente;1,9
1078;Donna;45-54 anni;nord-est;da 100001 a 250000 abitanti;laurea;coppia con figli;docente/insegnante di scuola superiore;a sinistra;Italiana;Si';Si, molto;Si, molto;alcune volte l'anno;periferia;con tranquillita';Occupato;Dipendenti;Privato;Alta;GENERAZIONE X;Cattolico non praticante;0,22
1079;Uomo;oltre 64 anni;nord-ovest;da 30001 a 100000 abitanti;no laurea;coppia con figli;ritirato dal lavoro/pensionato;a sinistra;Italiana;Si';Si, molto;Si, abbastanza;non sono credente;periferia;con tranquillita';Non occupato;Pensionati;Privato;Media;BABY BOOMERS;non credente;0,47
1080;Donna;18-24 anni;sud;da 30001 a 100000 abitanti;no laurea;genitore solo, con figli;studente/scolaro;a sinistra;Italiana;Si';Si, molto;No, sarei contrario;la domenica;periferia;con tranquillita';Non occupato;Studenti;;Media;GENERAZIONE Z;Cattolico praticante (fino a 1 volta al mese);1,33
1081;Uomo;18-24 anni;sud;da 10001 a 30000 abitanti;no laurea;vive con i genitori;studente/scolaro;a sinistra;Italiana;Si';Si, molto;Si, molto;mai;periferia;avverto difficolta';Non occupato;Studenti;;Media;GENERAZIONE Z;Cattolico non praticante;0,47
1082;Uomo;18-24 anni;nord-est;da 5001 a 10000 abitanti;no laurea;vive da solo +55 anni;docente/insegnante di scuola superiore;a centro destra;Italiana;No;Si, abbastanza;Si, abbastanza;una volta al mese;piccoli centri;avverto difficolta';Occupato;Dipendenti;Privato;Media;GENERAZIONE Z;Cattolico praticante (fino a 1 volta al mese);0,36
1083;Uomo;45-54 anni;nord-est;da 10001 a 30000 abitanti;laurea;vive da solo +55 anni;docente/insegnante di scuola superiore;a sinistra;Italiana;No;Si, abbastanza;No, sarei contrario;la domenica;citta' medie;avverto difficolta';Occupato;Dipendenti;Privato;Alta;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);0,18
1084;Donna;25-34 anni;nord-est;da 30001 a 100000 abitanti;laurea;coppia con figli;impiegato;a centro destra;Italiana;Si';Si, molto;Si, abbastanza;in occasione delle principali feste;periferia;con tranquillita';Occupato;Dipendenti;Privato;Alta;MILLENNIALS;Cattolico non praticante;0,77
1085;Donna;55-64 anni;nord-ovest;da 10001 a 30000 abitanti;laurea;coppia senza figli;libero professionista;a centro sinistra;Italiana;Si';Si, molto;Si, molto;la domenica;citta' medie;con tranquillita';Occupato;Autonomi;;Alta;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,2
1086;Donna;35-44 anni;nord-ovest;fino a 5000 abitanti;no laurea;vive con i genitori;operaio;in nessuna area politica;Italiana;Non saprei;Non saprei;Non saprei;in occasione delle principali feste;piccoli centri;avverto difficolta';Occupato;Operai;Privato;Bassa;GENERAZIONE X;Cattolico non praticante;2,33
1087;Donna;45-54 anni;nord-est;da 10001 a 30000 abitanti;no laurea;vive da solo 35-54 anni;altro lavoratore dipendente;a centro destra;Italiana;Si';Si, abbastanza;Si, abbastanza;alcune volte l'anno;citta' medie;con tranquillita';Occupato;Dipendenti;Privato;Bassa;GENERAZIONE X;Cattolico non praticante;1,47
1088;Uomo;oltre 64 anni;sud;da 5001 a 10000 abitanti;no laurea;coppia con figli;ritirato dal lavoro/pensionato;al centro;Italiana;Si';No, sarei molto contrario;No, sarei molto contrario;alcune volte l'anno;periferia;con tranquillita';Non occupato;Pensionati;Pubblico;Bassa;BABY BOOMERS;Cattolico non praticante;0,68
1089;Donna;18-24 anni;nord-est;oltre 250000 abitanti;no laurea;genitore solo, con figli;studente/scolaro;a centro sinistra;Italiana;Si';No, sarei molto contrario;Non saprei;non sono credente;aree centrali di grandi citta';con tranquillita';Non occupato;Studenti;;Media;GENERAZIONE Z;non credente;1,42
1090;Uomo;18-24 anni;sud;oltre 250000 abitanti;no laurea;vive con i genitori;studente/scolaro;in nessuna area politica;Italiana;Non saprei;No, sarei contrario;No, sarei contrario;non sono credente;periferia;con tranquillita';Non occupato;Studenti;;Media;GENERAZIONE Z;non credente;0,5
1091;Donna;35-44 anni;nord-est;da 5001 a 10000 abitanti;no laurea;vive da solo 35-54 anni;operaio;in nessuna area politica;Italiana;Si';Non saprei;Non saprei;alcune volte l'anno;piccoli centri;avverto difficolta';Occupato;Operai;Privato;Media;GENERAZIONE X;Cattolico non praticante;1,96
1092;Uomo;18-24 anni;nord-est;fino a 5000 abitanti;no laurea;vive con i genitori;studente/scolaro;a centro sinistra;Italiana;Si';Si, abbastanza;No, sarei contrario;in occasione delle principali feste;piccoli centri;con tranquillita';Non occupato;Studenti;;Media;GENERAZIONE Z;Cattolico non praticante;1,47
1093;Donna;35-44 anni;centro;da 30001 a 100000 abitanti;no laurea;coppia con figli;casalinga;a centro destra;Italiana;No;Si, abbastanza;No, sarei molto contrario;mai;citta' medie;con tranquillita';Non occupato;Casalinghe;;Media;MILLENNIALS;Cattolico non praticante;3,55
1094;Donna;55-64 anni;sud;da 100001 a 250000 abitanti;no laurea;coppia con figli;casalinga;in nessuna area politica;Italiana;Si';Si, abbastanza;Si, abbastanza;in occasione delle principali feste;aree centrali di grandi citta';con tranquillita';Non occupato;Casalinghe;;Media;BABY BOOMERS;Cattolico non praticante;2,17
1095;Donna;18-24 anni;nord-ovest;da 30001 a 100000 abitanti;no laurea;vive con i genitori;impiegato;a sinistra;Italiana;Si';Si, molto;Si, molto;preferisco non rispondere;altro;avverto difficolta';Occupato;Dipendenti;Pubblico;Media;GENERAZIONE Z;;1,4
1096;Donna;55-64 anni;sud;da 10001 a 30000 abitanti;no laurea;coppia con figli;impiegato;a centro sinistra;Italiana;Si';Si, abbastanza;Si, abbastanza;alcune volte l'anno;periferia;agiatamente;Occupato;Dipendenti;Pubblico;Media;BABY BOOMERS;Cattolico non praticante;0,44
1097;Donna;55-64 anni;centro;da 10001 a 30000 abitanti;no laurea;vive da solo +55 anni;impiegato;a sinistra;Italiana;Non saprei;Si, abbastanza;No, sarei contrario;mai;altro;avverto difficolta';Occupato;Dipendenti;Pubblico;Media;BABY BOOMERS;Cattolico non praticante;0,31
1098;Uomo;18-24 anni;sud;da 5001 a 10000 abitanti;no laurea;vive con i genitori;operaio;in nessuna area politica;Italiana;Si';Si, molto;No, sarei molto contrario;alcune volte l'anno;periferia;avverto difficolta';Occupato;Operai;Privato;Bassa;GENERAZIONE Z;Cattolico non praticante;1,9
1099;Uomo;45-54 anni;nord-ovest;oltre 250000 abitanti;no laurea;coppia con figli;impiegato;a destra;Italiana;Non saprei;No, sarei contrario;Non saprei;mai;periferia;avverto difficolta';Occupato;Dipendenti;Privato;Media;GENERAZIONE X;Cattolico non praticante;1,29
1100;Uomo;45-54 anni;sud;da 10001 a 30000 abitanti;no laurea;coppia con figli;libero professionista;al centro;Italiana;Si';Si, abbastanza;Si, abbastanza;alcune volte l'anno;periferia;con tranquillita';Occupato;Autonomi;;Media;GENERAZIONE X;Cattolico non praticante;1,37
1101;Donna;18-24 anni;sud;fino a 5000 abitanti;no laurea;vive con i genitori;studente/scolaro;a sinistra;Italiana;Si';Si, abbastanza;Si, abbastanza;mai;periferia;avverto difficolta';Non occupato;Studenti;;Media;GENERAZIONE Z;Cattolico non praticante;0,22
1102;Uomo;25-34 anni;sud;oltre 250000 abitanti;laurea;vive con i genitori;altro lavoratore dipendente;a centro sinistra;Italiana;Si';No, sarei molto contrario;No, sarei molto contrario;mai;aree centrali di grandi citta';agiatamente;Occupato;Dipendenti;Pubblico;Alta;MILLENNIALS;Cattolico non praticante;0,24
1103;Uomo;18-24 anni;centro;da 30001 a 100000 abitanti;no laurea;"genitore solo, vive con figlio/figli e genitori&nbsp;";studente/scolaro;a destra;Italiana;No;Si, abbastanza;Non saprei;preferisco non rispondere;altro;mi sento povero e non arrivo mai a fine mese;Non occupato;Studenti;;Media;GENERAZIONE Z;;0,83
1104;Uomo;18-24 anni;isole;da 10001 a 30000 abitanti;laurea;coppia con figli;studente/scolaro;a sinistra;Italiana;Si';Si, abbastanza;Si, abbastanza;non sono credente;periferia;con tranquillita';Non occupato;Studenti;;Alta;GENERAZIONE Z;non credente;0,29
1105;Uomo;25-34 anni;isole;oltre 250000 abitanti;laurea;vive da solo 18-34 anni;altro (non occupato);in nessuna area politica;Italiana;Si';Si, molto;Si, abbastanza;sono di un'altra religione;aree centrali di grandi citta';agiatamente;Non occupato;Disoccupati;;Alta;MILLENNIALS;altra religione;0,73
1106;Uomo;55-64 anni;sud;da 30001 a 100000 abitanti;no laurea;vive da solo +55 anni;impiegato;a centro sinistra;Italiana;Si';Si, molto;No, sarei molto contrario;mai;periferia;arrivo a fine mese con molte difficolta';Occupato;Dipendenti;Pubblico;Media;BABY BOOMERS;Cattolico non praticante;0,81
1107;Donna;55-64 anni;sud;da 30001 a 100000 abitanti;no laurea;coppia senza figli;disoccupato (ex-occupato);al centro;Italiana;Si';No, sarei contrario;Si, abbastanza;alcune volte l'anno;citta' medie;mi sento povero e non arrivo mai a fine mese;Non occupato;Disoccupati;Privato;Media;GENERAZIONE X;Cattolico non praticante;0,89
1108;Uomo;18-24 anni;nord-ovest;da 10001 a 30000 abitanti;no laurea;vive con i genitori;altro lavoratore autonomo/agente di commercio/rappresentante;in nessuna area politica;preferisco non rispondere;No;No, sarei contrario;No, sarei contrario;in occasione delle principali feste;altro;avverto difficolta';Occupato;Autonomi;;Bassa;GENERAZIONE Z;Cattolico non praticante;0,55
1109;Uomo;18-24 anni;nord-ovest;da 30001 a 100000 abitanti;no laurea;coppia senza figli;libero professionista;in nessuna area politica;ho la doppia cittadinanza (italiana e di un altro Paese);No;No, sarei contrario;No, sarei molto contrario;non sono credente;citta' medie;arrivo a fine mese con molte difficolta';Occupato;Autonomi;;Media;GENERAZIONE Z;non credente;0,55
1110;Uomo;18-24 anni;nord-est;da 10001 a 30000 abitanti;no laurea;vive con i genitori;studente/scolaro;a centro sinistra;Italiana;No;Si, abbastanza;No, sarei contrario;non sono credente;citta' medie;con tranquillita';Non occupato;Studenti;;Media;GENERAZIONE Z;non credente;1,47
1111;Donna;25-34 anni;nord-est;da 5001 a 10000 abitanti;laurea;vive da solo 18-34 anni;studente/scolaro;preferisco non rispondere;Italiana;Non saprei;Non saprei;Non saprei;preferisco non rispondere;altro;arrivo a fine mese con molte difficolta';Non occupato;Studenti;;Alta;MILLENNIALS;;1,52
1112;Donna;oltre 64 anni;sud;oltre 250000 abitanti;no laurea;genitore solo, con figli;ritirato dal lavoro/pensionato;a sinistra;Italiana;Si';No, sarei contrario;No, sarei molto contrario;una volta al mese;aree centrali di grandi citta';mi sento povero e non arrivo mai a fine mese;Non occupato;Pensionati;Privato;Media;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);2,01
1113;Donna;55-64 anni;centro;fino a 5000 abitanti;no laurea;coppia senza figli;impiegato;in nessuna area politica;Italiana;Si';Si, abbastanza;No, sarei contrario;alcune volte l'anno;piccoli centri;avverto difficolta';Occupato;Dipendenti;Pubblico;Media;BABY BOOMERS;Cattolico non praticante;1,8
1114;Uomo;35-44 anni;nord-ovest;fino a 5000 abitanti;no laurea;coppia senza figli;impiegato;in nessuna area politica;Italiana;Non saprei;Non saprei;Non saprei;preferisco non rispondere;altro;con tranquillita';Occupato;Dipendenti;Privato;Media;MILLENNIALS;;0,91
1115;Uomo;25-34 anni;nord-ovest;oltre 250000 abitanti;no laurea;coppia senza figli;libero professionista;a destra;Italiana;Non saprei;No, sarei contrario;No, sarei contrario;in occasione delle principali feste;aree centrali di grandi citta';con tranquillita';Occupato;Autonomi;;Media;MILLENNIALS;Cattolico non praticante;0,61
1116;Uomo;25-34 anni;isole;fino a 5000 abitanti;no laurea;vive con i genitori;impiegato;in nessuna area politica;Italiana;Si';Si, molto;No, sarei contrario;mai;piccoli centri;con tranquillita';Occupato;Dipendenti;Pubblico;Media;MILLENNIALS;Cattolico non praticante;0,54
1117;Donna;55-64 anni;sud;da 30001 a 100000 abitanti;no laurea;coppia senza figli;artigiano/familiare coadiuvante;a sinistra;Italiana;Si';Si, molto;Si, abbastanza;alcune volte l'anno;periferia;arrivo a fine mese con molte difficolta';Occupato;Autonomi;;Media;GENERAZIONE X;Cattolico non praticante;0,54
1118;Uomo;18-24 anni;sud;fino a 5000 abitanti;laurea;vive con i genitori;studente/scolaro;a centro sinistra;Italiana;Si';Si, molto;No, sarei contrario;in occasione delle principali feste;piccoli centri;con tranquillita';Non occupato;Studenti;;Alta;GENERAZIONE Z;Cattolico non praticante;0,16
