ID;Q003;Q004;Q005;Q006;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q018;Q019;Q020;Q021;Q022;Q023;Q024;peso
855;Donna;55-64 anni;sud;da 100001 a 250000 abitanti;no laurea;coppia con figli;casalinga;a sinistra;Italiana;Si';No, sarei contrario;alcune volte l'anno;periferia;con tranquillita';Non occupato;Casalinghe;;Media;GENERAZIONE X;Cattolico non praticante;0,6
856;Uomo;25-34 anni;isole;oltre 250000 abitanti;laurea;vive con i genitori;impiegato;al centro;Italiana;Si';Si, abbastanza;mai;periferia;avverto difficolta';Occupato;Dipendenti;Privato;Alta;MILLENNIALS;Cattolico non praticante;1,28
857;Uomo;25-34 anni;centro;da 10001 a 30000 abitanti;laurea;coppia con figli;commerciante;a sinistra;Italiana;Si';Si, abbastanza;ogni giorno;periferia;avverto difficolta';Occupato;Autonomi;;Alta;MILLENNIALS;Cattolico praticante (fino a 1 volta al mese);0,24
858;Uomo;18-24 anni;sud;da 100001 a 250000 abitanti;no laurea;vive con i genitori;studente/scolaro;a sinistra;Italiana;Si';Si, abbastanza;non sono credente;periferia;agiatamente;Non occupato;Studenti;;Media;GENERAZIONE Z;non credente;0,8
859;Donna;55-64 anni;sud;da 30001 a 100000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;a sinistra;Italiana;Non saprei;Si, molto;alcune volte l'anno;citta' medie;con tranquillita';Non occupato;Pensionati;Privato;Media;BABY BOOMERS;Cattolico non praticante;0,64
860;Uomo;18-24 anni;sud;oltre 250000 abitanti;no laurea;single vive con altre persone (amici, parenti);studente/scolaro;a centro sinistra;Italiana;Si';Si, molto;non sono credente;aree centrali di grandi citta';arrivo a fine mese con molte difficolta';Non occupato;Studenti;;Media;MILLENNIALS;non credente;0,85
861;Donna;55-64 anni;nord-ovest;da 10001 a 30000 abitanti;laurea;vive da solo +55 anni;quadro/direttivo/tecnico;a sinistra;Italiana;No;Si, abbastanza;la domenica;periferia;con tranquillita';Occupato;Dipendenti;Privato;Alta;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,24
862;Donna;35-44 anni;isole;da 10001 a 30000 abitanti;laurea;genitore solo, con figli;commerciante;in nessuna area politica;Italiana;Si';No, sarei molto contrario;mai;periferia;arrivo a fine mese con molte difficolta';Occupato;Autonomi;;Alta;MILLENNIALS;Cattolico non praticante;0,24
863;Donna;18-24 anni;nord-ovest;oltre 250000 abitanti;no laurea;single vive con altre persone (amici, parenti);studente/scolaro;a centro sinistra;Italiana;Si';Non saprei;non sono credente;aree centrali di grandi citta';con tranquillita';Non occupato;Studenti;;Media;GENERAZIONE Z;non credente;0,35
864;Donna;oltre 64 anni;sud;da 100001 a 250000 abitanti;laurea;coppia con figli;ritirato dal lavoro/pensionato;a centro sinistra;Italiana;Si';No, sarei molto contrario;in occasione delle principali feste;periferia;avverto difficolta';Non occupato;Pensionati;Pubblico;Alta;BABY BOOMERS;Cattolico non praticante;0,79
865;Donna;oltre 64 anni;nord-est;da 5001 a 10000 abitanti;no laurea;coppia con figli;casalinga;a centro destra;Italiana;Non saprei;Si, molto;alcune volte l'anno;piccoli centri;avverto difficolta';Non occupato;Casalinghe;;Bassa;BABY BOOMERS;Cattolico non praticante;1,07
866;Uomo;35-44 anni;nord-ovest;oltre 250000 abitanti;laurea;coppia con figli;imprenditore;a sinistra;Italiana;No;Si, molto;in occasione delle principali feste;aree centrali di grandi citta';con tranquillita';Occupato;Autonomi;;Alta;MILLENNIALS;Cattolico non praticante;0,18
867;Donna;45-54 anni;sud;da 100001 a 250000 abitanti;no laurea;coppia con figli;impiegato;a centro sinistra;Italiana;Si';No, sarei contrario;in occasione delle principali feste;periferia;arrivo a fine mese con molte difficolta';Occupato;Dipendenti;Pubblico;Media;GENERAZIONE X;Cattolico non praticante;0,5
868;Donna;25-34 anni;nord-est;oltre 250000 abitanti;laurea;coppia senza figli;quadro/direttivo/tecnico;a centro sinistra;Italiana;Si';Si, abbastanza;in occasione delle principali feste;aree centrali di grandi citta';con tranquillita';Occupato;Dipendenti;Privato;Alta;MILLENNIALS;Cattolico non praticante;0,17
869;Donna;25-34 anni;nord-ovest;oltre 250000 abitanti;no laurea;vive da solo 18-34 anni;studente/scolaro;in nessuna area politica;Italiana;No;No, sarei molto contrario;una volta al mese;periferia;avverto difficolta';Non occupato;Studenti;;Media;MILLENNIALS;Cattolico praticante (fino a 1 volta al mese);0,43
870;Donna;oltre 64 anni;sud;fino a 5000 abitanti;no laurea;coppia con figli;ritirato dal lavoro/pensionato;in nessuna area politica;Italiana;Si';Non saprei;2/3 volte alla settimana;periferia;arrivo a fine mese con molte difficolta';Non occupato;Pensionati;Privato;Media;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);2,29
871;Donna;25-34 anni;nord-est;da 10001 a 30000 abitanti;laurea;coppia con figli;impiegato;a centro sinistra;Italiana;Si';Si, abbastanza;in occasione delle principali feste;periferia;con tranquillita';Occupato;Dipendenti;Privato;Alta;MILLENNIALS;Cattolico non praticante;0,17
872;Uomo;35-44 anni;isole;da 30001 a 100000 abitanti;no laurea;coppia con figli;impiegato;in nessuna area politica;Italiana;Non saprei;Non saprei;una volta al mese;periferia;con tranquillita';Occupato;Dipendenti;Privato;Media;MILLENNIALS;Cattolico praticante (fino a 1 volta al mese);0,85
873;Donna;25-34 anni;nord-ovest;da 30001 a 100000 abitanti;no laurea;vive da solo 18-34 anni;impiegato;a centro destra;Italiana;Non saprei;Si, abbastanza;mai;periferia;mi sento povero e non arrivo mai a fine mese;Occupato;Dipendenti;Privato;Media;MILLENNIALS;Cattolico non praticante;2,79
874;Uomo;18-24 anni;sud;da 30001 a 100000 abitanti;no laurea;vive con i genitori;disoccupato (ex-occupato);a centro sinistra;Italiana;Non saprei;Si, abbastanza;mai;periferia;avverto difficolta';Non occupato;Disoccupati;Privato;Media;MILLENNIALS;Cattolico non praticante;0,85
875;Uomo;25-34 anni;nord-ovest;da 30001 a 100000 abitanti;laurea;vive da solo 18-34 anni;altro lavoratore dipendente;a centro destra;Italiana;Si';Si, abbastanza;la domenica;periferia;con tranquillita';Occupato;Dipendenti;Pubblico;Alta;MILLENNIALS;Cattolico praticante (fino a 1 volta al mese);0,22
876;Uomo;25-34 anni;centro;da 30001 a 100000 abitanti;laurea;vive con i genitori;impiegato;a centro sinistra;Italiana;No;No, sarei contrario;non sono credente;altro;con tranquillita';Occupato;Dipendenti;Privato;Alta;MILLENNIALS;non credente;0,25
877;Donna;18-24 anni;sud;da 100001 a 250000 abitanti;no laurea;vive con i genitori;studente/scolaro;preferisco non rispondere;Italiana;Si';Non saprei;alcune volte l'anno;aree centrali di grandi citta';con tranquillita';Non occupato;Studenti;;Media;GENERAZIONE Z;Cattolico non praticante;1,97
878;Uomo;25-34 anni;isole;da 5001 a 10000 abitanti;no laurea;coppia con figli;docente/insegnante di scuola superiore;in nessuna area politica;Italiana;No;Si, abbastanza;in occasione delle principali feste;piccoli centri;mi sento povero e non arrivo mai a fine mese;Occupato;Dipendenti;Privato;Media;MILLENNIALS;Cattolico non praticante;0,84
879;Uomo;18-24 anni;nord-ovest;da 30001 a 100000 abitanti;laurea;vive con i genitori;quadro/direttivo/tecnico;in nessuna area politica;Italiana;Non saprei;Non saprei;preferisco non rispondere;periferia;avverto difficolta';Occupato;Dipendenti;Privato;Alta;MILLENNIALS;;0,52
880;Donna;25-34 anni;nord-ovest;fino a 5000 abitanti;no laurea;coppia senza figli;impiegato;in nessuna area politica;Italiana;No;Si, abbastanza;non sono credente;piccoli centri;mi sento povero e non arrivo mai a fine mese;Occupato;Dipendenti;Privato;Media;MILLENNIALS;non credente;2,79
881;Donna;oltre 64 anni;nord-ovest;da 10001 a 30000 abitanti;no laurea;vive da solo +55 anni;ritirato dal lavoro/pensionato;a centro destra;Italiana;No;No, sarei molto contrario;mai;periferia;avverto difficolta';Non occupato;Pensionati;Pubblico;Media;BABY BOOMERS;Cattolico non praticante;1,4
882;Uomo;45-54 anni;nord-est;da 30001 a 100000 abitanti;no laurea;coppia con figli;altro lavoratore dipendente;a centro destra;Italiana;Non saprei;No, sarei contrario;mai;citta' medie;arrivo a fine mese con molte difficolta';Occupato;Dipendenti;Privato;Media;GENERAZIONE X;Cattolico non praticante;1,17
883;Uomo;45-54 anni;sud;da 10001 a 30000 abitanti;laurea;coppia con figli;libero professionista;a centro destra;Italiana;Si';No, sarei contrario;in occasione delle principali feste;citta' medie;con tranquillita';Occupato;Autonomi;;Alta;GENERAZIONE X;Cattolico non praticante;0,46
884;Donna;18-24 anni;centro;oltre 250000 abitanti;no laurea;altro/preferisco non rispondere;studente/scolaro;a centro sinistra;Italiana;Non saprei;Non saprei;in occasione delle principali feste;periferia;avverto difficolta';Non occupato;Studenti;;Media;GENERAZIONE Z;Cattolico non praticante;1,57
885;Donna;25-34 anni;nord-est;da 10001 a 30000 abitanti;no laurea;vive con i genitori;impiegato;a centro sinistra;ho la doppia cittadinanza (italiana e di un altro Paese);Si';Si, molto;mai;periferia;con tranquillita';Occupato;Dipendenti;Privato;Media;MILLENNIALS;Cattolico non praticante;0,45
886;Donna;25-34 anni;nord-ovest;fino a 5000 abitanti;laurea;vive con i genitori;impiegato;al centro;Italiana;Si';Si, abbastanza;alcune volte l'anno;periferia;con tranquillita';Occupato;Dipendenti;Pubblico;Alta;MILLENNIALS;Cattolico non praticante;0,45
887;Uomo;55-64 anni;nord-ovest;da 10001 a 30000 abitanti;laurea;coppia con figli;ritirato dal lavoro/pensionato;al centro;Italiana;Si';Si, abbastanza;la domenica;periferia;avverto difficolta';Non occupato;Pensionati;Privato;Alta;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,48
888;Donna;55-64 anni;nord-est;oltre 250000 abitanti;laurea;coppia con figli;quadro/direttivo/tecnico;a sinistra;Italiana;Si';Si, abbastanza;la domenica;aree centrali di grandi citta';con tranquillita';Occupato;Dipendenti;Pubblico;Alta;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,16
889;Uomo;25-34 anni;centro;da 30001 a 100000 abitanti;laurea;vive da solo 35-54 anni;impiegato;al centro;Italiana;Si';Si, abbastanza;2/3 volte alla settimana;periferia;con tranquillita';Occupato;Dipendenti;Pubblico;Alta;MILLENNIALS;Cattolico praticante (fino a 1 volta al mese);0,16
890;Donna;18-24 anni;nord-ovest;da 5001 a 10000 abitanti;no laurea;coppia con figli;studente/scolaro;a centro sinistra;Italiana;Si';Non saprei;mai;piccoli centri;con tranquillita';Non occupato;Studenti;;Media;GENERAZIONE Z;Cattolico non praticante;0,35
891;Donna;35-44 anni;centro;da 10001 a 30000 abitanti;no laurea;coppia senza figli;libero professionista;a sinistra;Italiana;No;Si, abbastanza;mai;periferia;con tranquillita';Occupato;Autonomi;;Media;MILLENNIALS;Cattolico non praticante;0,31
892;Donna;25-34 anni;nord-est;da 10001 a 30000 abitanti;laurea;vive con i genitori;impiegato;in nessuna area politica;Italiana;Si';Si, abbastanza;sono di un'altra religione;periferia;con tranquillita';Occupato;Dipendenti;Pubblico;Alta;MILLENNIALS;altra religione;0,7
893;Donna;18-24 anni;centro;fino a 5000 abitanti;no laurea;vive con i genitori;studente/scolaro;in nessuna area politica;Italiana;Si';Si, abbastanza;non sono credente;piccoli centri;con tranquillita';Non occupato;Studenti;;Bassa;GENERAZIONE Z;non credente;1,57
894;Uomo;25-34 anni;nord-ovest;oltre 250000 abitanti;no laurea;vive da solo 18-34 anni;impiegato;a destra;Italiana;Si';No, sarei contrario;non sono credente;periferia;con tranquillita';Occupato;Dipendenti;Pubblico;Media;MILLENNIALS;non credente;3,9
895;Donna;oltre 64 anni;centro;oltre 250000 abitanti;no laurea;vive da solo +55 anni;ritirato dal lavoro/pensionato;a centro sinistra;Italiana;Non saprei;Non saprei;preferisco non rispondere;aree centrali di grandi citta';avverto difficolta';Non occupato;Pensionati;Pubblico;Media;SILENT;;0,69
896;Donna;45-54 anni;centro;da 30001 a 100000 abitanti;no laurea;coppia con figli;disoccupato (ex-occupato);a centro sinistra;Italiana;Si';Si, abbastanza;alcune volte l'anno;periferia;avverto difficolta';Non occupato;Disoccupati;Privato;Media;GENERAZIONE X;Cattolico non praticante;1,52
897;Uomo;45-54 anni;sud;da 5001 a 10000 abitanti;no laurea;coppia con figli;operaio;a centro destra;Italiana;Si';Si, abbastanza;la domenica;piccoli centri;arrivo a fine mese con molte difficolta';Occupato;Operai;Privato;Bassa;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);1,33
898;Donna;oltre 64 anni;nord-ovest;oltre 250000 abitanti;no laurea;vive da solo +55 anni;ritirato dal lavoro/pensionato;a centro sinistra;Italiana;No;No, sarei contrario;non sono credente;periferia;con tranquillita';Non occupato;Pensionati;Privato;Media;BABY BOOMERS;non credente;0,66
899;Donna;45-54 anni;isole;da 30001 a 100000 abitanti;no laurea;genitore solo, con figli;impiegato;in nessuna area politica;Italiana;Si';Si, abbastanza;mai;altro;mi sento povero e non arrivo mai a fine mese;Occupato;Dipendenti;Privato;Media;GENERAZIONE X;Cattolico non praticante;0,93
900;Uomo;25-34 anni;sud;da 30001 a 100000 abitanti;laurea;vive con i genitori;studente/scolaro;a destra;Italiana;Si';Si, abbastanza;alcune volte l'anno;periferia;avverto difficolta';Non occupato;Studenti;;Alta;MILLENNIALS;Cattolico non praticante;0,35
901;Donna;35-44 anni;nord-est;da 10001 a 30000 abitanti;no laurea;vive da solo +55 anni;docente/insegnante di scuola superiore;a centro sinistra;Italiana;Si';No, sarei contrario;in occasione delle principali feste;citta' medie;avverto difficolta';Occupato;Dipendenti;Privato;Bassa;GENERAZIONE X;Cattolico non praticante;0,42
902;Uomo;35-44 anni;nord-ovest;da 10001 a 30000 abitanti;no laurea;coppia senza figli;commerciante;a sinistra;Italiana;Si';Si, abbastanza;non sono credente;periferia;avverto difficolta';Occupato;Autonomi;;Bassa;GENERAZIONE X;non credente;0,56
903;Donna;oltre 64 anni;nord-est;da 30001 a 100000 abitanti;laurea;coppia con figli;ritirato dal lavoro/pensionato;a sinistra;Italiana;No;Si, abbastanza;la domenica;periferia;avverto difficolta';Non occupato;Pensionati;Pubblico;Alta;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,17
904;Uomo;25-34 anni;sud;oltre 250000 abitanti;laurea;vive con i genitori;libero professionista;a centro destra;Italiana;Si';Si, abbastanza;in occasione delle principali feste;aree centrali di grandi citta';avverto difficolta';Occupato;Autonomi;;Alta;MILLENNIALS;Cattolico non praticante;0,72
905;Donna;18-24 anni;nord-est;fino a 5000 abitanti;no laurea;vive con i genitori;altro (non occupato);in nessuna area politica;Italiana;Si';Non saprei;alcune volte l'anno;piccoli centri;avverto difficolta';Non occupato;Disoccupati;;Media;MILLENNIALS;Cattolico non praticante;0,43
906;Uomo;35-44 anni;sud;da 30001 a 100000 abitanti;no laurea;vive con i genitori;artigiano/familiare coadiuvante;a centro destra;Italiana;Si';Si, abbastanza;in occasione delle principali feste;citta' medie;con tranquillita';Occupato;Autonomi;;Media;GENERAZIONE X;Cattolico non praticante;1,42
907;Donna;18-24 anni;nord-ovest;oltre 250000 abitanti;no laurea;vive da solo 18-34 anni;studente/scolaro;a centro destra;Italiana;Si';Si, abbastanza;preferisco non rispondere;aree centrali di grandi citta';con tranquillita';Non occupato;Studenti;;Media;MILLENNIALS;;0,74
908;Donna;35-44 anni;centro;fino a 5000 abitanti;no laurea;coppia senza figli;casalinga;in nessuna area politica;Italiana;Si';Si, abbastanza;sono di un'altra religione;piccoli centri;con tranquillita';Non occupato;Casalinghe;;Media;GENERAZIONE X;altra religione;1,88
909;Uomo;55-64 anni;centro;da 5001 a 10000 abitanti;no laurea;coppia senza figli;quadro/direttivo/tecnico;al centro;Italiana;Si';No, sarei contrario;ogni giorno;piccoli centri;con tranquillita';Occupato;Dipendenti;Privato;Media;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);1,5
910;Uomo;18-24 anni;isole;da 30001 a 100000 abitanti;no laurea;vive con i genitori;dirigente;a centro destra;Italiana;No;Si, abbastanza;non sono credente;periferia;arrivo a fine mese con molte difficolta';Occupato;Dipendenti;Pubblico;Bassa;GENERAZIONE Z;non credente;0,47
911;Donna;18-24 anni;centro;da 30001 a 100000 abitanti;no laurea;vive con i genitori;studente/scolaro;preferisco non rispondere;Italiana;Si';Non saprei;non sono credente;altro;con tranquillita';Non occupato;Studenti;;Media;GENERAZIONE Z;non credente;0,35
912;Uomo;18-24 anni;isole;da 30001 a 100000 abitanti;no laurea;vive con i genitori;studente/scolaro;a centro sinistra;Italiana;Si';Si, abbastanza;non sono credente;altro;con tranquillita';Non occupato;Studenti;;Media;GENERAZIONE Z;non credente;0,5
913;Donna;25-34 anni;centro;oltre 250000 abitanti;laurea;single vive con altre persone (amici, parenti);impiegato;a sinistra;Italiana;Si';Non saprei;non sono credente;periferia;con tranquillita';Occupato;Dipendenti;Privato;Alta;MILLENNIALS;non credente;0,85
914;Uomo;25-34 anni;isole;da 100001 a 250000 abitanti;laurea;coppia senza figli;imprenditore;a sinistra;Italiana;Si';Si, molto;non sono credente;aree centrali di grandi citta';con tranquillita';Occupato;Autonomi;;Alta;MILLENNIALS;non credente;0,2
915;Uomo;18-24 anni;nord-ovest;da 30001 a 100000 abitanti;no laurea;vive con i genitori;studente/scolaro;in nessuna area politica;Italiana;No;Si, molto;non sono credente;periferia;con tranquillita';Non occupato;Studenti;;Bassa;GENERAZIONE Z;non credente;0,67
916;Uomo;55-64 anni;nord-ovest;da 5001 a 10000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;a centro sinistra;Italiana;Si';Si, molto;la domenica;piccoli centri;con tranquillita';Non occupato;Pensionati;Pubblico;Bassa;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,67
917;Donna;18-24 anni;nord-est;da 5001 a 10000 abitanti;laurea;vive da solo 35-54 anni;docente/insegnante di scuola superiore;a sinistra;preferisco non rispondere;Non saprei;Si, abbastanza;una volta al mese;altro;avverto difficolta';Occupato;Dipendenti;Privato;Alta;GENERAZIONE Z;Cattolico praticante (fino a 1 volta al mese);0,67
918;Donna;18-24 anni;nord-ovest;fino a 5000 abitanti;no laurea;vive con i genitori;studente/scolaro;a sinistra;Italiana;Si';Si, molto;non sono credente;piccoli centri;avverto difficolta';Non occupato;Studenti;;Media;GENERAZIONE Z;non credente;1,47
919;Donna;45-54 anni;isole;fino a 5000 abitanti;no laurea;genitore solo, con figli;casalinga;a centro sinistra;Italiana;Si';Si, molto;alcune volte l'anno;piccoli centri;con tranquillita';Non occupato;Casalinghe;;Media;GENERAZIONE X;Cattolico non praticante;0,44
920;Uomo;35-44 anni;isole;fino a 5000 abitanti;laurea;coppia con figli;commerciante;al centro;Italiana;Si';Si, abbastanza;non sono credente;piccoli centri;avverto difficolta';Occupato;Autonomi;;Alta;GENERAZIONE X;non credente;0,21
921;Donna;oltre 64 anni;nord-ovest;da 30001 a 100000 abitanti;no laurea;"genitore solo, vive con figlio/figli e genitori&nbsp;";ritirato dal lavoro/pensionato;in nessuna area politica;Italiana;Non saprei;Non saprei;ogni giorno;periferia;con tranquillita';Non occupato;Pensionati;Privato;Bassa;SILENT;Cattolico praticante (fino a 1 volta al mese);2,75
922;Uomo;35-44 anni;isole;da 5001 a 10000 abitanti;no laurea;coppia senza figli;insegnante di scuola media, elementare e materna;a centro sinistra;Italiana;Si';Si, abbastanza;una volta al mese;piccoli centri;mi sento povero e non arrivo mai a fine mese;Occupato;Dipendenti;Privato;Media;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);0,85
923;Donna;35-44 anni;isole;da 30001 a 100000 abitanti;laurea;coppia con figli;impiegato;a sinistra;Italiana;Si';No, sarei contrario;mai;altro;con tranquillita';Occupato;Dipendenti;Privato;Alta;GENERAZIONE X;Cattolico non praticante;0,17
924;Uomo;25-34 anni;isole;oltre 250000 abitanti;laurea;coppia senza figli;impiegato;a centro sinistra;Italiana;Non saprei;No, sarei molto contrario;la domenica;aree centrali di grandi citta';con tranquillita';Occupato;Dipendenti;Pubblico;Alta;MILLENNIALS;Cattolico praticante (fino a 1 volta al mese);0,31
925;Donna;18-24 anni;centro;oltre 250000 abitanti;no laurea;vive con i genitori;studente/scolaro;a sinistra;Italiana;Si';Si, molto;mai;periferia;avverto difficolta';Non occupato;Studenti;;Media;GENERAZIONE Z;Cattolico non praticante;0,37
926;Donna;45-54 anni;nord-est;da 30001 a 100000 abitanti;no laurea;vive da solo +55 anni;docente/insegnante di scuola superiore;a centro sinistra;Italiana;No;Si, abbastanza;una volta al mese;citta' medie;con tranquillita';Occupato;Dipendenti;Privato;Media;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);0,78
927;Uomo;oltre 64 anni;nord-est;da 100001 a 250000 abitanti;laurea;coppia con figli;ritirato dal lavoro/pensionato;a centro sinistra;Italiana;Si';Si, molto;in occasione delle principali feste;periferia;avverto difficolta';Non occupato;Pensionati;Privato;Alta;BABY BOOMERS;Cattolico non praticante;0,27
928;Donna;18-24 anni;nord-est;da 30001 a 100000 abitanti;no laurea;vive da solo +55 anni;quadro/direttivo/tecnico;al centro;Italiana;Si';Si, abbastanza;la domenica;altro;avverto difficolta';Occupato;Dipendenti;Privato;Media;GENERAZIONE Z;Cattolico praticante (fino a 1 volta al mese);0,31
929;Uomo;25-34 anni;nord-ovest;da 30001 a 100000 abitanti;laurea;coppia senza figli;altro lavoratore dipendente;a centro sinistra;Italiana;Si';Si, abbastanza;mai;citta' medie;avverto difficolta';Occupato;Dipendenti;Pubblico;Alta;MILLENNIALS;Cattolico non praticante;0,32
930;Uomo;55-64 anni;sud;da 30001 a 100000 abitanti;laurea;coppia con figli;disoccupato (ex-occupato);a centro sinistra;Italiana;Si';Si, molto;non sono credente;periferia;avverto difficolta';Non occupato;Disoccupati;Privato;Alta;BABY BOOMERS;non credente;0,28
931;Donna;45-54 anni;sud;oltre 250000 abitanti;no laurea;coppia con figli;impiegato;in nessuna area politica;Italiana;No;No, sarei contrario;mai;aree centrali di grandi citta';con tranquillita';Occupato;Dipendenti;Privato;Media;GENERAZIONE X;Cattolico non praticante;0,5
932;Donna;oltre 64 anni;nord-ovest;oltre 250000 abitanti;no laurea;coppia senza figli;ritirato dal lavoro/pensionato;in nessuna area politica;Italiana;Si';Si, abbastanza;alcune volte l'anno;periferia;con tranquillita';Non occupato;Pensionati;Privato;Media;BABY BOOMERS;Cattolico non praticante;2,75
933;Donna;18-24 anni;sud;da 10001 a 30000 abitanti;no laurea;vive da solo 35-54 anni;commerciante;in nessuna area politica;Italiana;Si';Si, abbastanza;una volta al mese;citta' medie;avverto difficolta';Occupato;Autonomi;;Media;GENERAZIONE Z;Cattolico praticante (fino a 1 volta al mese);1
934;Uomo;18-24 anni;nord-ovest;oltre 250000 abitanti;laurea;vive con i genitori;studente/scolaro;a centro sinistra;Italiana;Si';Si, molto;non sono credente;aree centrali di grandi citta';avverto difficolta';Non occupato;Studenti;;Alta;GENERAZIONE Z;non credente;1,03
935;Donna;45-54 anni;nord-est;da 100001 a 250000 abitanti;no laurea;coppia con figli;quadro/direttivo/tecnico;al centro;Italiana;Si';No, sarei contrario;una volta al mese;periferia;con tranquillita';Occupato;Dipendenti;Privato;Media;GENERAZIONE X;Cattolico praticante (fino a 1 volta al mese);1,97
936;Uomo;25-34 anni;nord-ovest;da 10001 a 30000 abitanti;laurea;coppia senza figli;altro lavoratore autonomo/agente di commercio/rappresentante;in nessuna area politica;Italiana;Si';Si, molto;non sono credente;periferia;agiatamente;Occupato;Autonomi;;Alta;MILLENNIALS;non credente;0,3
937;Donna;55-64 anni;nord-ovest;da 30001 a 100000 abitanti;no laurea;coppia con figli;altro lavoratore autonomo/agente di commercio/rappresentante;al centro;Italiana;No;No, sarei contrario;mai;periferia;con tranquillita';Occupato;Autonomi;;Media;BABY BOOMERS;Cattolico non praticante;0,7
938;Donna;35-44 anni;nord-est;da 10001 a 30000 abitanti;laurea;vive da solo +55 anni;dirigente;a centro sinistra;Italiana;No;Si, molto;una volta al mese;citta' medie;con tranquillita';Occupato;Dipendenti;Pubblico;Alta;MILLENNIALS;Cattolico praticante (fino a 1 volta al mese);0,2
939;Donna;55-64 anni;sud;da 10001 a 30000 abitanti;laurea;coppia con figli;imprenditore;a centro destra;Italiana;Si';Non saprei;2/3 volte alla settimana;periferia;avverto difficolta';Occupato;Autonomi;;Alta;BABY BOOMERS;Cattolico praticante (fino a 1 volta al mese);0,21
940;Uomo;45-54 anni;centro;oltre 250000 abitanti;no laurea;coppia con figli;imprenditore;in nessuna area politica;Italiana;Si';Si, molto;in occasione delle principali feste;aree centrali di grandi citta';con tranquillita';Occupato;Autonomi;;Media;GENERAZIONE X;Cattolico non praticante;2,99
941;Uomo;25-34 anni;sud;da 30001 a 100000 abitanti;laurea;vive con i genitori;impiegato;a centro destra;Italiana;Si';Si, molto;mai;citta' medie;avverto difficolta';Occupato;Dipendenti;Privato;Alta;MILLENNIALS;Cattolico non praticante;0,35
942;Uomo;18-24 anni;nord-ovest;da 5001 a 10000 abitanti;no laurea;single vive con altre persone (amici, parenti);studente/scolaro;in nessuna area politica;Italiana;Si';Si, abbastanza;non sono credente;periferia;avverto difficolta';Non occupato;Studenti;;Bassa;GENERAZIONE Z;non credente;2,98
943;Donna;25-34 anni;sud;da 30001 a 100000 abitanti;laurea;vive con i genitori;in cerca di prima occupazione;a sinistra;Italiana;Si';Si, molto;mai;altro;con tranquillita';Non occupato;Disoccupati;;Alta;MILLENNIALS;Cattolico non praticante;0,18
944;Uomo;45-54 anni;sud;da 5001 a 10000 abitanti;laurea;coppia senza figli;dirigente;al centro;Italiana;Si';No, sarei contrario;in occasione delle principali feste;piccoli centri;avverto difficolta';Occupato;Dipendenti;Privato;Alta;GENERAZIONE X;Cattolico non praticante;0,22
945;Donna;25-34 anni;centro;da 30001 a 100000 abitanti;laurea;vive con i genitori;disoccupato (ex-occupato);preferisco non rispondere;Italiana;Si';Non saprei;mai;periferia;con tranquillita';Non occupato;Disoccupati;Privato;Alta;MILLENNIALS;Cattolico non praticante;0,34
946;Donna;55-64 anni;nord-est;oltre 250000 abitanti;no laurea;coppia con figli;impiegato;a centro destra;Italiana;Si';Si, abbastanza;in occasione delle principali feste;periferia;con tranquillita';Occupato;Dipendenti;Privato;Media;BABY BOOMERS;Cattolico non praticante;3,07
947;Donna;35-44 anni;nord-est;fino a 5000 abitanti;no laurea;coppia con figli;casalinga;preferisco non rispondere;Italiana;Si';Non saprei;2/3 volte alla settimana;piccoli centri;avverto difficolta';Non occupato;Casalinghe;;Bassa;MILLENNIALS;Cattolico praticante (fino a 1 volta al mese);0,58
948;Donna;25-34 anni;nord-ovest;fino a 5000 abitanti;laurea;genitore solo, con figli;disoccupato (ex-occupato);al centro;Italiana;Si';Non saprei;non sono credente;piccoli centri;avverto difficolta';Non occupato;Disoccupati;Privato;Alta;MILLENNIALS;non credente;0,97
949;Uomo;oltre 64 anni;nord-ovest;fino a 5000 abitanti;no laurea;coppia con figli;ritirato dal lavoro/pensionato;a centro sinistra;Italiana;Si';Si, abbastanza;alcune volte l'anno;periferia;avverto difficolta';Non occupato;Pensionati;Privato;Media;BABY BOOMERS;Cattolico non praticante;0,75
950;Donna;55-64 anni;nord-est;da 5001 a 10000 abitanti;no laurea;coppia con figli;impiegato;a destra;Italiana;No;No, sarei molto contrario;mai;piccoli centri;con tranquillita';Occupato;Dipendenti;Privato;Bassa;BABY BOOMERS;Cattolico non praticante;1,55
